id,email,birth_date,birth_date_year,sex,province,location,distance,steps,latitude,longitude
536,minseojang@live.com,1956-03-31,1956,여자,충청남도,경상남도 거제시 장승포동,6820,9343,34.85677719,128.7203081
537,hgim@live.com,1996-02-02,1996,남자,서울특별시,전라남도 나주시 성북동,2815,3856,35.0344853,126.7176743
538,ujeon@dreamwiz.com,1963-07-10,1963,남자,강원도,경기도 구리시 수택3동,5333,7305,37.59454607,127.1543984
539,gimseohyeon@nate.com,2008-01-07,2008,남자,제주도,전라남도 나주시 성북동,4822,6606,35.0344853,126.7176743
540,gimsanghyeon@hanmail.net,1953-09-16,1953,여자,경기도,전라북도 익산시 평화동,8546,11707,35.93246,126.9452182
541,hanseohyeon@gmail.com,2004-09-18,2004,남자,경상북도,경상남도 밀양시 내일동,6944,9513,35.49161857,128.751797
542,pbaeg@daum.net,1998-11-01,1998,남자,경상북도,경기도 고양시 덕양구 주교동,5693,7799,37.65683566,126.8327716
543,gyeonghyi09@live.com,1971-04-26,1971,남자,강원도,경기도 구리시 수택3동,4300,5890,37.59454607,127.1543984
544,junhyeog09@gmail.com,1999-01-28,1999,여자,경상남도,경상남도 김해시 대성동,2708,3710,35.24148522,128.8785406
545,jieun77@hanmail.net,1956-10-30,1956,남자,강원도,경기도 구리시 수택3동,6488,8887,37.59454607,127.1543984
546,jihyeon57@dreamwiz.com,1996-05-14,1996,남자,전라북도,경기도 성남시 수정구 신흥동,6607,9051,37.43973017,127.1446639
547,iseonghun@dreamwiz.com,1977-04-04,1977,남자,경상북도,서울특별시 영등포구 여의도동,8264,11321,37.52580566,126.9266096
548,li@hotmail.com,1993-12-02,1993,여자,경상북도,경기도 성남시 수정구 신흥동,7843,10744,37.43973017,127.1446639
549,migyeong66@live.com,2000-06-03,2000,남자,경상남도,제주도 서귀포시 중문동,4830,6616,33.2573603,126.4317624
550,ogweon@naver.com,1988-04-16,1988,남자,제주도,서울특별시 영등포구 여의도동,4410,6041,37.52580566,126.9266096
551,gimseongsu@daum.net,1959-08-02,1959,남자,강원도,경기도 구리시 수택3동,6922,9482,37.59454607,127.1543984
552,yeongho48@naver.com,1958-08-04,1958,여자,충청남도,경기도 구리시 수택3동,4699,6437,37.59454607,127.1543984
553,sanghyeoneom@dreamwiz.com,1968-02-10,1968,남자,충청남도,경기도 성남시 수정구 신흥동,6004,8224,37.43973017,127.1446639
554,bagyejin@nate.com,1951-07-05,1951,남자,제주도,서울특별시 영등포구 여의도동,6095,8349,37.52580566,126.9266096
555,seojun08@hanmail.net,1991-05-03,1991,남자,충청북도,경기도 성남시 수정구 신흥동,6542,8961,37.43973017,127.1446639
556,sujin17@naver.com,1977-10-06,1977,여자,서울특별시,서울특별시 마포구 서교동,3940,5397,37.55820368,126.9169273
557,yunyeji@gmail.com,1983-09-08,1983,남자,전라북도,경기도 안양시 동안구 관양동,3227,4420,37.405859,126.9586544
558,rgim@nate.com,1994-08-12,1994,남자,경상북도,경기도 성남시 수정구 신흥동,3405,4665,37.43973017,127.1446639
559,fgim@nate.com,1980-01-11,1980,남자,강원도,경기도 구리시 수택3동,8196,11228,37.59454607,127.1543984
560,gimmijeong@hanmail.net,1963-09-03,1963,여자,충청북도,경기도 용인시 기흥구 상하동,3807,5215,37.26065783,127.1411257
561,mijeonggim@hanmail.net,1960-12-02,1960,남자,경상남도,제주도 서귀포시 중문동,2577,3530,33.2573603,126.4317624
562,bagjiweon@live.com,2004-03-28,2004,남자,충청남도,대전광역시 유성구 원신흥동,6245,8555,36.34247821,127.3429369
563,subin49@hanmail.net,1975-05-01,1975,남자,제주도,서울특별시 영등포구 여의도동,3070,4206,37.52580566,126.9266096
564,goyeonghwan@gmail.com,2010-11-28,2010,여자,강원도,경상남도 양산시 양주동,2719,3724,35.34668972,129.0360113
565,sgang@dreamwiz.com,1958-07-06,1958,남자,서울특별시,전라남도 나주시 성북동,4678,6408,35.0344853,126.7176743
566,yeonggiljang@live.com,1962-12-14,1962,남자,충청북도,서울특별시 영등포구 여의도동,2757,3777,37.52580566,126.9266096
567,eunyeonggim@gmail.com,1995-05-01,1995,남자,충청북도,경기도 고양시 덕양구 주교동,3835,5253,37.65683566,126.8327716
568,minjae75@hanmail.net,1991-02-04,1991,여자,경기도,전라북도 익산시 평화동,5220,7151,35.93246,126.9452182
569,yeonghohan@live.com,1999-11-10,1999,남자,강원도,경상남도 양산시 양주동,8545,11705,35.34668972,129.0360113
570,bagyejin@gmail.com,1975-03-26,1975,남자,전라북도,경기도 안양시 동안구 관양동,6039,8272,37.39718489,126.978675
571,xi@naver.com,1966-10-06,1966,남자,제주도,서울특별시 영등포구 여의도동,5131,7029,37.52580566,126.9266096
572,eunjeonghan@live.com,2006-11-15,2006,여자,경기도,경기도 안양시 만안구 안양동,8182,11208,37.38863794,126.9252441
573,anjunyeong@gmail.com,2000-03-30,2000,남자,충청남도,경기도 안양시 동안구 관양동,5419,7423,37.39718489,126.978675
574,yeongilbag@daum.net,1963-04-04,1963,남자,경상남도,경상남도 거제시 장승포동,3830,5246,34.85677719,128.7203081
575,yeonghyi63@nate.com,1954-05-16,1954,남자,경기도,전라북도 익산시 평화동,6812,9332,35.93246,126.9452182
576,gimmyeongsug@daum.net,1950-06-05,1950,여자,서울특별시,경상북도 구미시 상모사곡동,2704,3704,36.09922548,128.3553995
577,myeongjahan@live.com,1978-04-12,1978,남자,서울특별시,전라남도 나주시 성북동,6006,8228,35.0344853,126.7176743
578,acoe@gmail.com,1998-09-29,1998,남자,서울특별시,경상북도 구미시 상모사곡동,4501,6166,36.09922548,128.3553995
579,jno@live.com,1978-09-09,1978,남자,전라북도,경기도 성남시 중원구 상대원동,8566,11734,37.44275172,127.1669886
580,minsui@live.com,2001-07-08,2001,여자,전라북도,경기도 안양시 만안구 안양동,5840,8000,37.38863794,126.9252441
581,gimyeonghwan@live.com,1976-02-19,1976,남자,충청북도,대전광역시 대덕구 비래동,6357,8708,36.35213652,127.443019
582,migyeong15@hotmail.com,1969-09-14,1969,남자,경기도,경기도 안양시 동안구 호계동,8620,11808,37.39050639,126.9502273
583,hayun08@daum.net,1992-12-11,1992,남자,경상북도,경기도 안양시 동안구 관양동,3773,5169,37.39718489,126.978675
584,hyeonu14@hotmail.com,1951-11-25,1951,여자,충청남도,경기도 안양시 동안구 관양동,3298,4518,37.39718489,126.978675
585,ihyeonjeong@gmail.com,1994-11-20,1994,남자,서울특별시,서울특별시 마포구 서교동,8263,11319,37.55820368,126.9169273
586,icoe@live.com,1951-09-05,1951,남자,서울특별시,전라북도 익산시 평화동,5141,7043,35.93246,126.9452182
587,xsong@hanmail.net,1983-03-21,1983,남자,경상남도,제주도 서귀포시 중문동,8167,11188,33.2573603,126.4317624
588,iminsu@daum.net,1975-04-21,1975,여자,강원도,경상남도 양산시 양주동,4003,5484,35.34668972,129.0360113
589,yeongsugbae@daum.net,2002-04-14,2002,남자,충청남도,경기도 성남시 분당구 정자동,8367,11461,37.36263671,127.1146307
590,sumin50@daum.net,1991-07-30,1991,남자,전라남도,경기도 안양시 동안구 관양동,2897,3968,37.39718489,126.978675
591,ryuseoyun@nate.com,1984-09-11,1984,남자,경기도,부산광역시 서구 부민동,3436,4707,35.10557476,129.0180691
592,byeongceol79@nate.com,1959-02-24,1959,여자,충청남도,대전광역시 유성구 원신흥동,6463,8853,36.34247821,127.3429369
593,jimin25@hanmail.net,2000-05-16,2000,남자,충청남도,경기도 안양시 만안구 안양동,8484,11622,37.38863794,126.9252441
594,seonyeong33@naver.com,1969-02-02,1969,남자,전라북도,경기도 안양시 동안구 관양동,3177,4352,37.39718489,126.978675
595,jeongsun54@gmail.com,2000-12-01,2000,남자,경기도,경상남도 밀양시 내일동,4306,5898,35.49161857,128.751797
596,hyeonjeonggo@daum.net,1959-07-27,1959,여자,강원도,경상남도 양산시 양주동,4016,5501,35.34668972,129.0360113
597,junho22@daum.net,1987-09-28,1987,남자,경상북도,경상남도 거제시 장승포동,4301,5892,34.85677719,128.7203081
598,junyeong32@gmail.com,1999-07-10,1999,남자,충청남도,경기도 안양시 만안구 안양동,5709,7821,37.38863794,126.9252441
599,ygim@daum.net,1966-02-28,1966,남자,경기도,전라북도 익산시 평화동,3148,4313,35.93246,126.9452182
600,eungyeong48@dreamwiz.com,1968-06-23,1968,여자,충청남도,대전광역시 대덕구 비래동,4773,6539,36.35213652,127.443019
601,byeongceol13@daum.net,1991-02-24,1991,남자,경기도,대전광역시 대덕구 비래동,4224,5786,36.35213652,127.443019
602,jo@dreamwiz.com,1977-04-10,1977,남자,경상남도,경상남도 거제시 장승포동,4246,5817,34.85677719,128.7203081
603,joseongho@live.com,1970-07-21,1970,남자,충청남도,경기도 성남시 수정구 신흥동,4505,6171,37.43973017,127.1446639
604,gimyeongjin@hanmail.net,1993-05-01,1993,여자,전라북도,부산광역시 부산진구 부전제1동,4235,5802,35.16360753,129.0629884
605,jieun45@naver.com,1983-10-11,1983,남자,전라남도,경기도 성남시 수정구 신흥동,3153,4319,37.43973017,127.1446639
606,donghyeon07@gmail.com,1959-09-11,1959,남자,전라북도,경기도 성남시 수정구 신흥동,6059,8300,37.43973017,127.1446639
607,minjunbag@naver.com,2010-03-21,2010,남자,충청북도,경기도 안양시 동안구 관양동,3865,5295,37.405859,126.9586544
608,gimjiyeon@hanmail.net,2008-02-13,2008,여자,경기도,전라북도 익산시 평화동,7031,9631,35.93246,126.9452182
609,gimjieun@gmail.com,2003-12-19,2003,남자,전라남도,경기도 안양시 동안구 관양동,7159,9807,37.39718489,126.978675
610,bgu@hanmail.net,2009-05-25,2009,남자,충청북도,경상남도 밀양시 내일동,6889,9437,35.49161857,128.751797
611,igim@gmail.com,1996-01-05,1996,남자,경상남도,제주도 서귀포시 중문동,6436,8816,33.2573603,126.4317624
612,seongmingim@hotmail.com,1983-03-02,1983,여자,전라북도,경기도 안양시 동안구 관양동,8115,11117,37.39718489,126.978675
613,jihyeon18@naver.com,1961-09-16,1961,남자,서울특별시,전라북도 익산시 평화동,6134,8403,35.93246,126.9452182
614,junhojeong@nate.com,1975-12-11,1975,남자,경기도,전라북도 익산시 평화동,7715,10568,35.93246,126.9452182
615,hyeonji66@dreamwiz.com,2002-04-08,2002,남자,전라남도,경기도 성남시 분당구 정자동,5706,7816,37.36263671,127.1146307
616,byeongceol79@live.com,1970-08-28,1970,여자,전라남도,부산광역시 서구 부민동,4875,6678,35.10557476,129.0180691
617,jieungim@gmail.com,1959-06-26,1959,남자,서울특별시,전라북도 익산시 평화동,3136,4296,35.93246,126.9452182
618,hongseongsu@nate.com,1995-07-08,1995,남자,전라북도,경기도 성남시 수정구 신흥동,8413,11525,37.43973017,127.1446639
619,agim@dreamwiz.com,2007-04-08,2007,남자,경기도,경기도 성남시 수정구 신흥동,6527,8941,37.43973017,127.1446639
620,andohyeon@live.com,1979-12-26,1979,여자,경상북도,경기도 성남시 수정구 신흥동,4571,6261,37.43973017,127.1446639
621,ljeong@gmail.com,2004-12-29,2004,남자,충청북도,경기도 성남시 수정구 신흥동,4443,6086,37.43973017,127.1446639
622,seunghyeonhan@naver.com,1953-12-18,1953,남자,충청북도,경기도 성남시 수정구 신흥동,2628,3600,37.43973017,127.1446639
623,namyeonghwan@hotmail.com,1985-11-05,1985,남자,경상남도,경상남도 거제시 장승포동,3389,4643,34.85677719,128.7203081
624,byeongceolbag@gmail.com,2010-11-20,2010,여자,경상남도,제주도 서귀포시 중문동,5137,7037,33.2573603,126.4317624
625,ason@hotmail.com,2000-05-17,2000,남자,충청북도,경기도 성남시 수정구 신흥동,3844,5266,37.43973017,127.1446639
626,hongdohyeon@live.com,1953-11-19,1953,남자,경상북도,경상남도 밀양시 내일동,5106,6995,35.49161857,128.751797
627,ngwag@dreamwiz.com,1964-11-20,1964,남자,충청북도,경상북도 문경시 신기동,7264,9950,36.63477454,128.1664845
628,juyeongmi@hanmail.net,1972-03-18,1972,여자,강원도,경상남도 양산시 양주동,8201,11234,35.34668972,129.0360113
629,jinu93@dreamwiz.com,1996-02-10,1996,남자,경상북도,부산광역시 부산진구 부전제1동,8514,11663,35.16360753,129.0629884
630,cunja56@hanmail.net,1973-09-09,1973,남자,강원도,경상남도 양산시 양주동,7996,10953,35.34668972,129.0360113
631,gbae@hotmail.com,1954-01-08,1954,남자,강원도,경상남도 양산시 양주동,3261,4467,35.34668972,129.0360113
632,minjun69@dreamwiz.com,1958-02-23,1958,여자,경기도,전라북도 익산시 평화동,3500,4794,35.93246,126.9452182
633,guhyeonjun@daum.net,2004-05-17,2004,남자,강원도,경상남도 양산시 양주동,7937,10872,35.34668972,129.0360113
634,hyeonjunbag@nate.com,1951-06-24,1951,남자,충청남도,경기도 성남시 수정구 신흥동,3274,4485,37.43973017,127.1446639
635,seoyeongi@naver.com,1970-03-31,1970,남자,제주도,서울특별시 영등포구 여의도동,3123,4278,37.52580566,126.9266096
636,fseo@live.com,1986-07-06,1986,여자,서울특별시,전라북도 익산시 평화동,8480,11616,35.93246,126.9452182
637,seongyeongceol@naver.com,1983-07-04,1983,남자,충청남도,경기도 안양시 동안구 관양동,3554,4869,37.39718489,126.978675
638,doyun15@hotmail.com,2000-10-13,2000,남자,전라남도,대전광역시 유성구 원신흥동,3693,5059,36.34247821,127.3429369
639,jaehyeongim@dreamwiz.com,1993-02-10,1993,남자,전라북도,경상남도 거제시 장승포동,3611,4946,34.85677719,128.7203081
640,junho77@daum.net,1969-11-25,1969,여자,강원도,경상남도 양산시 양주동,2587,3544,35.34668972,129.0360113
641,qcoe@gmail.com,1965-05-28,1965,남자,전라남도,경기도 안양시 동안구 호계동,3399,4656,37.39050639,126.9502273
642,gimdohyeon@naver.com,1971-11-29,1971,남자,전라북도,경기도 안양시 동안구 호계동,2610,3575,37.39050639,126.9502273
643,minseogang@nate.com,2009-08-25,2009,남자,충청남도,경기도 성남시 수정구 신흥동,3562,4880,37.43973017,127.1446639
644,bagjeongho@hanmail.net,1993-09-26,1993,여자,전라북도,서울특별시 영등포구 여의도동,4268,5847,37.52580566,126.9266096
645,yejin00@dreamwiz.com,1961-09-21,1961,남자,전라북도,경기도 성남시 수정구 신흥동,5495,7527,37.43973017,127.1446639
646,junhyeogji@hanmail.net,1967-12-21,1967,남자,강원도,경상남도 양산시 양주동,5219,7149,35.34668972,129.0360113
647,iseonghun@gmail.com,1980-08-15,1980,남자,제주도,서울특별시 영등포구 여의도동,4227,5790,37.52580566,126.9266096
648,nbag@hotmail.com,1975-03-03,1975,여자,경상남도,경상남도 거제시 장승포동,8329,11410,34.85677719,128.7203081
649,hongyeongsu@naver.com,1963-02-22,1963,남자,전라남도,경기도 안양시 만안구 안양동,7830,10726,37.38863794,126.9252441
650,cgim@live.com,2005-11-20,2005,남자,충청북도,경기도 안양시 만안구 안양동,5244,7183,37.38863794,126.9252441
651,bi@naver.com,1971-05-31,1971,남자,서울특별시,전라북도 익산시 평화동,6071,8316,35.93246,126.9452182
652,bi@daum.net,1993-03-29,1993,여자,충청남도,경기도 성남시 수정구 신흥동,3710,5082,37.43973017,127.1446639
653,vjeon@live.com,1971-04-12,1971,남자,충청남도,경기도 성남시 수정구 신흥동,7612,10427,37.43973017,127.1446639
654,jiweongim@hotmail.com,1999-01-25,1999,남자,전라북도,경상북도 문경시 신기동,4843,6634,36.63477454,128.1664845
655,hyeonji74@nate.com,1970-10-14,1970,남자,충청북도,경기도 안양시 만안구 안양동,7387,10119,37.38863794,126.9252441
656,jmun@live.com,1958-04-20,1958,여자,경상북도,경기도 성남시 분당구 정자동,3361,4604,37.36263671,127.1146307
657,yeongjin88@hanmail.net,1972-08-14,1972,남자,전라북도,경기도 성남시 수정구 신흥동,8575,11747,37.43973017,127.1446639
658,gwangsu14@live.com,1997-10-06,1997,남자,서울특별시,전라북도 익산시 평화동,4208,5765,35.93246,126.9452182
659,yeonghohwang@naver.com,2009-05-07,2009,남자,경상남도,경상남도 거제시 장승포동,3895,5336,34.85677719,128.7203081
660,seongjini@hotmail.com,1981-10-05,1981,여자,전라남도,경기도 안양시 동안구 관양동,7528,10312,37.405859,126.9586544
661,gimminji@dreamwiz.com,1960-04-23,1960,남자,경상북도,부산광역시 부산진구 전포제1동,6336,8679,35.15355474,129.0675338
662,gimminseog@dreamwiz.com,1954-08-21,1954,남자,충청북도,부산광역시 서구 부민동,3221,4412,35.10557476,129.0180691
663,jongsui@nate.com,1955-05-15,1955,남자,경기도,전라북도 군산시 흥남동,7992,10948,35.97355907,126.7154477
664,jiyeon64@daum.net,1960-01-27,1960,여자,전라남도,부산광역시 부산진구 부전제1동,3095,4240,35.16360753,129.0629884
665,eunjibag@nate.com,1989-04-20,1989,남자,충청남도,경기도 안양시 동안구 관양동,5501,7535,37.39718489,126.978675
666,seungmin05@nate.com,1991-01-12,1991,남자,경상남도,대전광역시 대덕구 비래동,8401,11508,36.35213652,127.443019
667,lgim@nate.com,2006-09-19,2006,남자,경상북도,대전광역시 유성구 원신흥동,5308,7271,36.34247821,127.3429369
668,seongsuo@daum.net,1955-02-20,1955,여자,경상북도,경기도 고양시 덕양구 주교동,6360,8713,37.65683566,126.8327716
669,gyeongjahan@nate.com,2007-09-25,2007,남자,전라북도,경기도 안양시 동안구 호계동,6707,9187,37.39050639,126.9502273
670,eungyeongi@hotmail.com,1955-10-14,1955,남자,강원도,경상남도 양산시 양주동,4441,6084,35.34668972,129.0360113
671,wi@gmail.com,1993-10-30,1993,남자,경기도,전라북도 군산시 흥남동,6694,9170,35.97355907,126.7154477
672,gimyeongceol@hanmail.net,2005-02-16,2005,여자,경기도,경기도 성남시 수정구 신흥동,4411,6042,37.43973017,127.1446639
673,lbag@naver.com,1971-02-17,1971,남자,서울특별시,경상북도 구미시 상모사곡동,8133,11141,36.09922548,128.3553995
674,vcoe@dreamwiz.com,1956-09-19,1956,남자,경상북도,경기도 성남시 수정구 신흥동,7820,10713,37.43973017,127.1446639
675,minjun90@hotmail.com,1963-10-25,1963,남자,전라남도,부산광역시 서구 부민동,5534,7581,35.10557476,129.0180691
676,fha@gmail.com,1953-01-29,1953,여자,경기도,경기도 안양시 만안구 안양동,4935,6760,37.38863794,126.9252441
677,gimyejun@dreamwiz.com,1987-05-25,1987,남자,전라북도,경기도 성남시 수정구 신흥동,2623,3593,37.43973017,127.1446639
678,go@naver.com,1997-02-19,1997,남자,서울특별시,경상북도 구미시 상모사곡동,6661,9125,36.09922548,128.3553995
679,boram16@dreamwiz.com,2010-03-08,2010,남자,충청남도,경기도 안양시 만안구 안양동,8143,11155,37.38863794,126.9252441
680,minjaeseo@hotmail.com,1999-12-28,1999,여자,전라북도,부산광역시 서구 부민동,4571,6261,35.10557476,129.0180691
681,gangjunseo@gmail.com,1970-04-15,1970,남자,경기도,경기도 성남시 수정구 수진동,7915,10843,37.44038658,127.1326937
682,jeongho09@dreamwiz.com,1972-03-26,1972,남자,충청북도,대전광역시 유성구 원신흥동,4074,5581,36.34247821,127.3429369
683,seoyun85@live.com,1954-01-03,1954,남자,전라북도,경기도 성남시 수정구 신흥동,2985,4089,37.43973017,127.1446639
684,coeyeongsun@daum.net,1973-01-27,1973,여자,전라북도,경상남도 밀양시 내일동,7367,10092,35.49161857,128.751797
685,heoeungyeong@live.com,1971-11-27,1971,남자,경상남도,대전광역시 대덕구 비래동,4133,5662,36.35213652,127.443019
686,seonghun02@naver.com,1984-04-21,1984,남자,경기도,전라북도 군산시 흥남동,4514,6183,35.97355907,126.7154477
687,kryu@dreamwiz.com,1987-02-15,1987,남자,경기도,전라북도 군산시 흥남동,7835,10733,35.97355907,126.7154477
688,seoyun94@gmail.com,2003-06-04,2003,여자,경상남도,대전광역시 대덕구 비래동,5829,7985,36.35213652,127.443019
689,lbag@live.com,1968-10-30,1968,남자,전라남도,경기도 안양시 동안구 관양동,7700,10548,37.39718489,126.978675
690,jeongsigbag@hotmail.com,1966-12-02,1966,남자,충청북도,경기도 안양시 만안구 안양동,4398,6025,37.38863794,126.9252441
691,johaeun@live.com,1986-01-09,1986,남자,강원도,경상남도 양산시 양주동,8321,11398,35.34668972,129.0360113
692,junhyeog04@hotmail.com,1992-05-16,1992,여자,충청남도,경기도 성남시 수정구 신흥동,2827,3872,37.43973017,127.1446639
693,junyeong14@gmail.com,1963-05-27,1963,남자,충청남도,부산광역시 부산진구 전포제1동,5265,7212,35.15355474,129.0675338
694,jeonjihye@daum.net,2008-09-17,2008,남자,전라남도,경상남도 거제시 장승포동,6469,8861,34.85677719,128.7203081
695,dha@hanmail.net,2005-07-10,2005,남자,경기도,대전광역시 대덕구 비래동,5111,7002,36.35213652,127.443019
696,donghyeongim@daum.net,1965-11-13,1965,여자,경기도,전라북도 군산시 흥남동,8204,11238,35.97355907,126.7154477
697,coesangho@naver.com,1961-02-04,1961,남자,전라북도,경상북도 문경시 신기동,5886,8063,36.63477454,128.1664845
698,hongjihyeon@hanmail.net,1984-04-15,1984,남자,전라남도,경기도 고양시 덕양구 주교동,6225,8527,37.65683566,126.8327716
699,mijeongbag@hotmail.com,1988-05-12,1988,남자,전라남도,경기도 안양시 동안구 호계동,4139,5670,37.39050639,126.9502273
700,jeongsun68@hotmail.com,1966-08-28,1966,여자,충청북도,부산광역시 서구 부민동,5791,7933,35.10557476,129.0180691
701,mijeong10@gmail.com,1956-05-17,1956,남자,충청북도,경기도 성남시 분당구 정자동,5675,7774,37.36263671,127.1146307
702,sanghyeon10@gmail.com,2007-06-10,2007,남자,경기도,경기도 안양시 만안구 안양동,6929,9492,37.38863794,126.9252441
703,minji99@naver.com,2007-07-17,2007,남자,경상남도,대전광역시 대덕구 비래동,4255,5829,36.35213652,127.443019
704,sunog28@gmail.com,1970-10-26,1970,여자,충청북도,경기도 성남시 수정구 신흥동,2779,3807,37.43973017,127.1446639
705,jiyeon71@live.com,1959-08-24,1959,남자,충청북도,경상남도 밀양시 내일동,6493,8895,35.49161857,128.751797
706,yejuni@hanmail.net,1978-07-17,1978,남자,경상남도,대전광역시 대덕구 비래동,6455,8842,36.35213652,127.443019
707,jihye28@hanmail.net,1963-07-22,1963,남자,충청남도,부산광역시 서구 부민동,4220,5781,35.10557476,129.0180691
708,gimjeongja@nate.com,1987-03-23,1987,여자,강원도,경기도 고양시 일산구 마두1동,7766,10639,37.65784007,126.7773061
709,jungsui@dreamwiz.com,1956-07-18,1956,남자,서울특별시,경상북도 구미시 상모사곡동,8724,11950,36.09922548,128.3553995
710,gimmiyeong@nate.com,2003-11-25,2003,남자,경상북도,경기도 고양시 덕양구 주교동,7273,9963,37.65683566,126.8327716
711,hyeonjugim@hanmail.net,1973-03-10,1973,남자,경기도,전라북도 군산시 흥남동,6461,8851,35.97355907,126.7154477
712,jihunbag@naver.com,1965-09-22,1965,여자,강원도,경기도 구리시 수택3동,8195,11226,37.59454607,127.1543984
713,gimjihun@hotmail.com,1979-06-01,1979,남자,강원도,경기도 구리시 수택3동,7058,9668,37.59454607,127.1543984
714,jangjeongsug@hanmail.net,1998-06-09,1998,남자,서울특별시,서울특별시 마포구 서교동,6247,8558,37.55820368,126.9169273
715,yeongsui@nate.com,2003-12-26,2003,남자,강원도,경기도 구리시 수택3동,6027,8256,37.59454607,127.1543984
716,ogja92@gmail.com,1993-07-27,1993,여자,서울특별시,경상북도 구미시 상모사곡동,5579,7642,36.09922548,128.3553995
717,yeonghobag@gmail.com,1976-03-10,1976,남자,경기도,경기도 성남시 중원구 상대원동,2913,3990,37.44275172,127.1669886
718,gwangsu23@naver.com,1960-02-18,1960,남자,강원도,경기도 구리시 수택3동,6929,9492,37.59454607,127.1543984
719,minjaeim@nate.com,2006-09-08,2006,남자,충청북도,경상남도 밀양시 내일동,3422,4688,35.49161857,128.751797
720,sanghyeongim@live.com,1979-12-06,1979,여자,경상북도,경기도 안양시 만안구 안양동,4434,6074,37.38863794,126.9252441
721,seoyeong65@naver.com,1991-05-27,1991,남자,충청남도,경기도 성남시 수정구 신흥동,8451,11577,37.43973017,127.1446639
722,rgweon@nate.com,1994-03-05,1994,남자,경상남도,경상남도 거제시 장승포동,5182,7099,34.85677719,128.7203081
723,namjihye@live.com,2002-05-08,2002,남자,경기도,부산광역시 서구 부민동,3184,4361,35.10557476,129.0180691
724,subinyang@naver.com,1984-01-26,1984,여자,경상남도,대전광역시 대덕구 비래동,8534,11690,36.35213652,127.443019
725,gimmijeong@gmail.com,1991-12-06,1991,남자,경기도,전라북도 군산시 흥남동,6635,9089,35.97355907,126.7154477
726,sujingim@dreamwiz.com,1989-04-07,1989,남자,강원도,경기도 구리시 수택3동,7339,10054,37.59454607,127.1543984
727,jihun90@daum.net,1992-05-19,1992,남자,전라남도,서울특별시 영등포구 여의도동,4033,5525,37.52580566,126.9266096
728,lgim@hanmail.net,1971-10-13,1971,여자,경상남도,대전광역시 대덕구 비래동,3146,4309,36.35213652,127.443019
729,ieunseo@hotmail.com,1972-05-18,1972,남자,경상북도,경기도 성남시 중원구 상대원동,5703,7813,37.44275172,127.1669886
730,tgim@gmail.com,1960-09-01,1960,남자,전라남도,경기도 안양시 만안구 안양동,5641,7728,37.38863794,126.9252441
731,jaehyeon24@naver.com,1993-07-30,1993,남자,경상남도,대전광역시 유성구 구즉동,6320,8657,36.44010759,127.382322
732,yejuni@naver.com,1974-05-23,1974,여자,강원도,경기도 구리시 수택3동,3903,5346,37.59454607,127.1543984
733,ki@naver.com,1983-06-24,1983,남자,전라북도,부산광역시 서구 부민동,6934,9499,35.10557476,129.0180691
734,eunjeong52@naver.com,1988-10-31,1988,남자,충청북도,서울특별시 영등포구 여의도동,6732,9222,37.52580566,126.9266096
735,cyang@dreamwiz.com,1955-11-20,1955,남자,충청남도,경상북도 문경시 신기동,3867,5297,36.63477454,128.1664845
736,jiweoni@daum.net,1960-03-03,1960,여자,강원도,경기도 구리시 수택3동,6396,8761,37.59454607,127.1543984
737,hyeonjeongi@naver.com,2005-11-21,2005,남자,전라북도,경기도 안양시 동안구 관양동,7636,10460,37.405859,126.9586544
738,isangho@nate.com,1958-04-02,1958,남자,충청북도,경상남도 밀양시 내일동,5156,7063,35.49161857,128.751797
739,jihyei@nate.com,1957-08-23,1957,남자,전라북도,경상남도 거제시 장승포동,5664,7759,34.85677719,128.7203081
740,psim@daum.net,1977-06-03,1977,여자,충청북도,경기도 성남시 중원구 상대원동,2781,3810,37.44275172,127.1669886
741,isunja@gmail.com,1999-09-27,1999,남자,경기도,경기도 성남시 수정구 수진동,6188,8477,37.44038658,127.1326937
742,jiuyang@naver.com,1983-07-16,1983,남자,강원도,경기도 구리시 수택3동,2587,3544,37.59454607,127.1543984
743,jimini@hotmail.com,2004-02-26,2004,남자,경기도,전라북도 군산시 흥남동,3970,5438,35.97355907,126.7154477
744,gimjunhyeog@daum.net,1953-04-26,1953,여자,경기도,경기도 성남시 수정구 신흥동,5917,8106,37.43973017,127.1446639
745,di@hanmail.net,1995-10-04,1995,남자,경기도,전라북도 군산시 흥남동,3446,4720,35.97355907,126.7154477
746,jihu97@hanmail.net,1980-03-02,1980,남자,전라남도,부산광역시 부산진구 전포제1동,4806,6583,35.15355474,129.0675338
747,isugja@hotmail.com,1964-12-11,1964,남자,전라남도,경기도 성남시 중원구 상대원동,5585,7651,37.44275172,127.1669886
748,misugjeon@dreamwiz.com,2007-05-11,2007,여자,전라남도,경기도 용인시 기흥구 상하동,7342,10058,37.26065783,127.1411257
749,songjihu@live.com,1974-04-09,1974,남자,충청북도,경기도 용인시 기흥구 상하동,6576,9008,37.26065783,127.1411257
750,yeongceolgim@gmail.com,1980-05-07,1980,남자,강원도,경기도 구리시 수택3동,3186,4365,37.59454607,127.1543984
751,eunseo29@naver.com,1964-03-22,1964,남자,경상남도,대전광역시 유성구 구즉동,7964,10909,36.44010759,127.382322
